locus,start,end,genomic.element,scaffold
SO3306,3455194,3458709,NC_004347.2,139
SO3308,3458979,3460442,NC_004347.2,139
SO3309,3460522,3461709,NC_004347.2,139
SO3310,3461721,3462341,NC_004347.2,139
SO3311,3462354,3463631,NC_004347.2,139
SO3312,3463790,3464905,NC_004347.2,139
SO3313,3464948,3466072,NC_004347.2,139
SO3314,3466069,3466857,NC_004347.2,139
SO3315,3466890,3468011,NC_004347.2,139
SO3316,3468156,3469247,NC_004347.2,139
SO3317,3469345,3471096,NC_004347.2,139
SO3318,3471164,3472057,NC_004347.2,139
SO3319,3472220,3472663,NC_004347.2,139
SO3320,3472674,3473195,NC_004347.2,139
SO3321,3473128,3474084,NC_004347.2,139
SO3322,3474097,3474417,NC_004347.2,139
SO3323,3474759,3475289,NC_004347.2,139
SO3324,3475353,3475964,NC_004347.2,139
SO3325,3476044,3476346,NC_004347.2,139
SO3326,3476473,3476682,NC_004347.2,139
SO3328,3476985,3477443,NC_004347.2,139
SO3331,3477974,3478756,NC_004347.2,139
SO3332,3478716,3479144,NC_004347.2,139
SO3333,3479321,3480766,NC_004347.2,139
SO3334,3480763,3482487,NC_004347.2,139
SO3335,3482607,3483431,NC_004347.2,139
SO3336,3483466,3484038,NC_004347.2,139
SO3337,3484043,3485443,NC_004347.2,139
SO3338,3485677,3486690,NC_004347.2,139
SO3339,3486976,3487566,NC_004347.2,139
SO3340,3487598,3488425,NC_004347.2,139
SO3341,3488537,3489130,NC_004347.2,139
SO3342,3489167,3489808,NC_004347.2,139
SO3343,3490161,3490721,NC_004347.2,139
SO3344,3490902,3491216,NC_004347.2,139
SO3345,3491367,3491696,NC_004347.2,139
SO3346,3492032,3492595,NC_004347.2,139
SO3347,3492623,3493048,NC_004347.2,139
SO3348,3493111,3494094,NC_004347.2,139
SO3349,3494165,3494698,NC_004347.2,139
SO3350,3494869,3495981,NC_004347.2,139
SO3351,3495991,3497028,NC_004347.2,139
SO3352,3497064,3497777,NC_004347.2,139
SO3354,3498002,3498820,NC_004347.2,139
SO3355,3498897,3499445,NC_004347.2,139
SO3356,3499445,3499735,NC_004347.2,139
SO3357,3499803,3500237,NC_004347.2,139
SO3358,3500355,3500972,NC_004347.2,139
SO3359,3500972,3502129,NC_004347.2,139
SO3360,3502192,3503397,NC_004347.2,139
SO3361,3503585,3505432,NC_004347.2,139
SO3363,3506060,3506998,NC_004347.2,139
SO3364,3507473,3508294,NC_004347.2,139
SO3365,3508471,3509385,NC_004347.2,139
SO3366,3509385,3509711,NC_004347.2,139
SO3367,3509760,3510476,NC_004347.2,139
SO3368,3510656,3511753,NC_004347.2,139
SO3369,3511763,3512041,NC_004347.2,139
SO3370,3512122,3512697,NC_004347.2,139
SO3371,3512702,3513253,NC_004347.2,139
SO3374,3514997,3515341,NC_004347.2,139
SO3374.1,3515400,3515609,NC_004347.2,139
SO3376,3515704,3516255,NC_004347.2,139
SO3377,3516243,3516791,NC_004347.2,139
SO3378,3516812,3517384,NC_004347.2,139
SO3379,3517406,3518662,NC_004347.2,139
SO3380,3518664,3519455,NC_004347.2,139
SO3381,3519452,3520702,NC_004347.2,139
SO3382,3520699,3521499,NC_004347.2,139
SO3383,3521499,3521945,NC_004347.2,139
SO3384,3521990,3523528,NC_004347.2,139
SO3385,3523518,3524555,NC_004347.2,139
SO3386,3524643,3525596,NC_004347.2,139
SO3387,3525798,3526307,NC_004347.2,139
SO3388,3526441,3527670,NC_004347.2,139
SO3389,3527778,3530417,NC_004347.2,139
SO3390,3530492,3530602,NC_004347.2,139
SO3391,3530959,3533379,NC_004347.2,139
SO3392,3533456,3534523,NC_004347.2,139
SO3393,3534653,3535234,NC_004347.2,139
SO3395,3535389,3535613,NC_004347.2,139
SO3397,3537538,3537828,NC_004347.2,139
SO3398,3537888,3538697,NC_004347.2,139
SO3399,3538948,3540150,NC_004347.2,139
SO3401,3540438,3541160,NC_004347.2,139
SO3402,3541225,3541353,NC_004347.2,139
SO3403,3541770,3542126,NC_004347.2,139
SO3404,3542358,3543926,NC_004347.2,139
SO3406,3544433,3544675,NC_004347.2,139
SO3407,3544677,3546356,NC_004347.2,139
SO3408,3546353,3546706,NC_004347.2,139
SO3409,3546820,3547257,NC_004347.2,139
SO3410,3547399,3547827,NC_004347.2,139
SO3411,3547932,3551216,NC_004347.2,139
SO3412,3551415,3552305,NC_004347.2,139
SO3413,3552916,3554199,NC_004347.2,139
SO3414,3554272,3555210,NC_004347.2,139
SO3415,3555207,3557675,NC_004347.2,139
SO3417,3558317,3558985,NC_004347.2,139
SO3417.1,3558774,3559004,NC_004347.2,139
SO3418,3559178,3559555,NC_004347.2,139
SO3419,3559588,3559863,NC_004347.2,139
SO3420,3560053,3560502,NC_004347.2,139
SO3421,3560585,3561277,NC_004347.2,139
SO3422,3561578,3561934,NC_004347.2,139
SO3423,3563011,3563475,NC_004347.2,139
SO3424,3563491,3566367,NC_004347.2,139
SO3426,3568169,3568366,NC_004347.2,139
SO3427,3568485,3569741,NC_004347.2,139
SO3428,3569751,3572375,NC_004347.2,139
SO3429,3572654,3573037,NC_004347.2,139
SO3430,3573151,3574224,NC_004347.2,139
SO3431,3574605,3577175,NC_004347.2,139
SO3432,3577258,3578238,NC_004347.2,139
SO3433,3578320,3579216,NC_004347.2,139
SO3434,3579274,3579909,NC_004347.2,139
SO3435,3579906,3580652,NC_004347.2,139
SO3436,3580652,3581764,NC_004347.2,139
SO3437,3581793,3582272,NC_004347.2,139
SO3438,3582325,3583074,NC_004347.2,139
SO3439,3583085,3583384,NC_004347.2,139
SO3440,3583485,3584681,NC_004347.2,139
SO3441,3584994,3586634,NC_004347.2,139
SO3443,3587891,3589093,NC_004347.2,139
SO3444,3589371,3589994,NC_004347.2,139
SO3446,3590399,3590995,NC_004347.2,139
SO3447,3591022,3591999,NC_004347.2,139
SO3449,3592481,3593239,NC_004347.2,139
SO3449.1,3593643,3593882,NC_004347.2,139
SO3451,3594227,3595429,NC_004347.2,139
SO3451.2,3595763,3596005,NC_004347.2,139
SO3454,3596498,3597709,NC_004347.2,139
SO3455,3598092,3600299,NC_004347.2,139
SO3456,3600490,3601839,NC_004347.2,139
SO3458,3604724,3605323,NC_004347.2,139
SO3459,3605479,3605718,NC_004347.2,139
SO3460,3605715,3606614,NC_004347.2,139
SO3461,3606889,3607848,NC_004347.2,139
SO3462,3607978,3609636,NC_004347.2,139
SO3463,3609773,3610267,NC_004347.2,139
SO3464,3610267,3611223,NC_004347.2,139
SO3465,3611302,3611706,NC_004347.2,139
SO3466,3611721,3612197,NC_004347.2,139
SO3467,3612338,3613441,NC_004347.2,139
SO3468,3613508,3614164,NC_004347.2,139
SO3469,3614172,3615317,NC_004347.2,139
SO3470,3615391,3615840,NC_004347.2,139
SO3471,3616031,3617284,NC_004347.2,139
SO3472,3617475,3619142,NC_004347.2,139
SO3473,3619269,3620192,NC_004347.2,139
SO3474,3620391,3621290,NC_004347.2,139
SO3475,3621402,3622067,NC_004347.2,139
SO3476,3622195,3622530,NC_004347.2,139
SO3477,3622553,3624343,NC_004347.2,139
SO3478,3624614,3625372,NC_004347.2,139
SO3479,3625315,3627105,NC_004347.2,139
SO3480,3627600,3628754,NC_004347.2,139
SO3481,3628930,3629724,NC_004347.2,139
SO3483,3629924,3631033,NC_004347.2,139
SO3484,3631033,3634173,NC_004347.2,139
SO3485,3634276,3635424,NC_004347.2,139
SO3486,3635421,3635528,NC_004347.2,139
SO3488,3635848,3636615,NC_004347.2,139
SO3489,3636795,3637733,NC_004347.2,139
SO3490,3638070,3638543,NC_004347.2,139
SO3491,3638556,3639824,NC_004347.2,139
SO3492,3639961,3643104,NC_004347.2,139
SO3493,3643118,3644548,NC_004347.2,139
SO3494,3644704,3645336,NC_004347.2,139
SO3495,3645442,3645870,NC_004347.2,139
SO3496,3646143,3647639,NC_004347.2,139
SO3497,3647921,3649261,NC_004347.2,139
SO3499,3650058,3651272,NC_004347.2,139
SO3501,3652169,3652543,NC_004347.2,139
SO3502,3652595,3653437,NC_004347.2,139
SO3503,3653558,3654865,NC_004347.2,139
SO3504,3655206,3656393,NC_004347.2,139
SO3505,3656532,3657668,NC_004347.2,139
SO3506,3657713,3658711,NC_004347.2,139
SO3507,3658778,3659680,NC_004347.2,139
SO3508,3659802,3659918,NC_004347.2,139
SO3509,3659904,3662594,NC_004347.2,139
SO3510,3662623,3663597,NC_004347.2,139
SO3511,3664366,3664590,NC_004347.2,139
SO3512,3664750,3665439,NC_004347.2,139
SO3513,3665475,3666998,NC_004347.2,139
SO3514,3667095,3669719,NC_004347.2,139
SO3516,3670145,3671161,NC_004347.2,139
SO3517,3671361,3672650,NC_004347.2,139
SO3518,3672859,3674061,NC_004347.2,139
SO3519,3674135,3674473,NC_004347.2,139
SO3520,3674719,3675231,NC_004347.2,139
SO3521,3675517,3676011,NC_004347.2,139
SO3522,3676167,3677369,NC_004347.2,139
SO3523,3677468,3677773,NC_004347.2,139
SO3524,3677770,3678162,NC_004347.2,139
SO3525,3678173,3681679,NC_004347.2,139
SO3526,3681683,3682144,NC_004347.2,139
SO3527,3682156,3683094,NC_004347.2,139
SO3528,3683128,3683691,NC_004347.2,139
SO3529,3683909,3684865,NC_004347.2,139
SO3530,3684867,3685286,NC_004347.2,139
SO3531,3685286,3685798,NC_004347.2,139
SO3532,3685808,3688630,NC_004347.2,139
SO3533,3688663,3689598,NC_004347.2,139
SO3534,3689664,3691223,NC_004347.2,139
SO3537,3691476,3691742,NC_004347.2,139
SO3538,3691803,3692099,NC_004347.2,139
SO3539,3692396,3693640,NC_004347.2,139
SO3540,3693716,3694489,NC_004347.2,139
SO3541,3694596,3696062,NC_004347.2,139
SO3542,3696497,3698863,NC_004347.2,139
SO3543,3698981,3700021,NC_004347.2,139
SO3544,3700137,3701459,NC_004347.2,139
SO3545,3701745,3702857,NC_004347.2,139
SO3546,3703102,3704058,NC_004347.2,139
SO3547,3704079,3705716,NC_004347.2,139
SO3548,3705932,3706117,NC_004347.2,139
SO3549,3706199,3706735,NC_004347.2,139
SO3550,3706953,3707702,NC_004347.2,139
SO3551,3707695,3708297,NC_004347.2,139
SO3552,3708345,3710210,NC_004347.2,139
SO3553,3710411,3712177,NC_004347.2,139
SO3554,3712440,3712931,NC_004347.2,139
SO3555,3712931,3714028,NC_004347.2,139
SO3556,3714177,3715439,NC_004347.2,139
SO3557,3715491,3716108,NC_004347.2,139
SO3558,3716531,3716974,NC_004347.2,139
SO3559,3716992,3718686,NC_004347.2,139
SO3560,3718879,3721728,NC_004347.2,139
SO3561,3721870,3722295,NC_004347.2,139
SO3562,3722583,3723824,NC_004347.2,139
SO3563,3723892,3724515,NC_004347.2,139
SO3564,3724736,3726886,NC_004347.2,139
SO3565,3727570,3729627,NC_004347.2,139
SO3567,3730767,3731981,NC_004347.2,139
SO3569,3732340,3732630,NC_004347.2,139
SO3570,3732690,3733499,NC_004347.2,139
SO3571,3733667,3734305,NC_004347.2,139
SO3573,3734587,3734826,NC_004347.2,139
SO3575,3740684,3741493,NC_004347.2,139
SO3576,3741584,3742048,NC_004347.2,139
SO3577,3742470,3745043,NC_004347.2,139
SO3578,3745162,3745935,NC_004347.2,139
SO3580,3746988,3747794,NC_004347.2,139
SO3581,3747801,3747977,NC_004347.2,139
SO3582,3748521,3750146,NC_004347.2,139
SO3584,3750985,3751605,NC_004347.2,139
SO3585,3751752,3752366,NC_004347.2,139
SO3586,3752406,3752822,NC_004347.2,139
SO3587,3752984,3753454,NC_004347.2,139
SO3588,3753539,3754108,NC_004347.2,139
SO3591,3754826,3755062,NC_004347.2,139
SO3592,3755361,3756275,NC_004347.2,139
SO3593,3756311,3756694,NC_004347.2,139
SO3594,3756694,3757407,NC_004347.2,139
SO3595,3757362,3758684,NC_004347.2,139
SO3596,3758840,3759148,NC_004347.2,139
SO3597,3759296,3759832,NC_004347.2,139
SO3598,3759961,3760827,NC_004347.2,139
SO3599,3761060,3762067,NC_004347.2,139
SO3600,3762243,3763088,NC_004347.2,139
SO3601,3763098,3763967,NC_004347.2,139
SO3602,3763964,3765094,NC_004347.2,139
SO3603,3765217,3766353,NC_004347.2,139
SO3604,3766386,3767588,NC_004347.2,139
SO3606,3767742,3768551,NC_004347.2,139
SO3607,3768611,3768901,NC_004347.2,139
SO3608,3768974,3770089,NC_004347.2,139
SO3609,3770268,3770558,NC_004347.2,139
SO3610,3770618,3771427,NC_004347.2,139
SO3611,3772222,3773709,NC_004347.2,139
SO3613,3774248,3775384,NC_004347.2,139
SO3614,3775618,3777153,NC_004347.2,139
SO3615,3777143,3779425,NC_004347.2,139
SO3617,3780366,3780641,NC_004347.2,139
SO3618,3780739,3781338,NC_004347.2,139
SO3621,3781951,3782406,NC_004347.2,139
SO3622,3782465,3783208,NC_004347.2,139
SO3623,3783261,3783611,NC_004347.2,139
SO3624,3783622,3785106,NC_004347.2,139
SO3625,3785182,3786396,NC_004347.2,139
SO3626,3786371,3786535,NC_004347.2,139
SO3627,3786662,3787447,NC_004347.2,139
SO3629,3788257,3788679,NC_004347.2,139
SO3630,3788952,3789320,NC_004347.2,139
SO3631,3789338,3790294,NC_004347.2,139
SO3632,3790347,3791060,NC_004347.2,139
SO3633,3791047,3791835,NC_004347.2,139
SO3634,3791930,3792610,NC_004347.2,139
SO3635,3792607,3793662,NC_004347.2,139
SO3636,3793820,3796117,NC_004347.2,139
SO3637,3796338,3797642,NC_004347.2,139
SO3638,3797649,3798635,NC_004347.2,139
SO3639,3798650,3799456,NC_004347.2,139
SO3640,3799509,3799889,NC_004347.2,139
SO3641,3799911,3800735,NC_004347.2,139
SO3642,3800833,3802854,NC_004347.2,139
SO3643,3802961,3803080,NC_004347.2,139
SO3645,3803315,3803731,NC_004347.2,139
SO3646,3803928,3804410,NC_004347.2,139
SO3647,3804433,3804906,NC_004347.2,139
SO3648,3804903,3805664,NC_004347.2,139
SO3649,3805692,3806858,NC_004347.2,139
SO3651,3807071,3807325,NC_004347.2,139
SO3652,3807340,3807651,NC_004347.2,139
SO3653,3807924,3808895,NC_004347.2,139
SO3654,3808971,3809627,NC_004347.2,139
SO3655,3809797,3810357,NC_004347.2,139
SO3656,3810428,3810745,NC_004347.2,139
SO3657,3810832,3811521,NC_004347.2,139
SO3659,3811849,3812394,NC_004347.2,139
SO3660,3812853,3814319,NC_004347.2,139
SO3660.1,3814761,3815801,NC_004347.2,139
SO3664,3816560,3818158,NC_004347.2,139
SO3665,3818216,3820003,NC_004347.2,139
SO3667,3820350,3820907,NC_004347.2,139
SO3668,3820941,3821501,NC_004347.2,139
SO3669,3821526,3823619,NC_004347.2,139
SO3670,3823865,3824689,NC_004347.2,139
SO3671,3824746,3825528,NC_004347.2,139
SO3672,3825525,3825962,NC_004347.2,139
SO3673,3826056,3827009,NC_004347.2,139
SO3674,3827012,3828028,NC_004347.2,139
SO3676,3828945,3829286,NC_004347.2,139
SO3677,3829283,3829651,NC_004347.2,139
SO3678,3829751,3831220,NC_004347.2,139
SO3679,3831217,3831570,NC_004347.2,139
SO3680,3831692,3832132,NC_004347.2,139
SO3681,3832302,3832733,NC_004347.2,139
SO3682,3832753,3833151,NC_004347.2,139
SO3683,3833351,3834775,NC_004347.2,139
SO3684,3834798,3835406,NC_004347.2,139
SO3685,3835495,3836301,NC_004347.2,139
SO3686,3836301,3836696,NC_004347.2,139
SO3687,3836707,3837114,NC_004347.2,139
SO3688,3837368,3839035,NC_004347.2,139
SO3689,3839093,3840520,NC_004347.2,139
SO3690,3840618,3841817,NC_004347.2,139
SO3692,3843142,3843882,NC_004347.2,139
SO3693,3843992,3844267,NC_004347.2,139
SO3694,3844363,3845622,NC_004347.2,139
SO3695,3846010,3847041,NC_004347.2,139
SO3696,3847226,3848272,NC_004347.2,139
SO3697,3848428,3848766,NC_004347.2,139
SO3698,3848963,3849409,NC_004347.2,139
SO3699,3849776,3850267,NC_004347.2,139
SO3699.1,3849923,3850216,NC_004347.2,139
SO3700,3850422,3851807,NC_004347.2,139
SO3701,3851836,3852741,NC_004347.2,139
SO3704,3853315,3853539,NC_004347.2,139
SO3705,3854420,3855205,NC_004347.2,139
SO3706,3855323,3856591,NC_004347.2,139
SO3708,3856779,3857162,NC_004347.2,139
SO3709,3857261,3858025,NC_004347.2,139
SO3711,3858101,3859138,NC_004347.2,139
SO3712,3859564,3860766,NC_004347.2,139
SO3713,3860869,3861216,NC_004347.2,139
SO3714,3861384,3862394,NC_004347.2,139
SO3715,3862807,3863460,NC_004347.2,139
SO3716,3863770,3864414,NC_004347.2,139
SO3717,3864538,3864630,NC_004347.2,139
SO3718,3864666,3865418,NC_004347.2,139
SO3719,3865579,3866106,NC_004347.2,139
SO3720,3866150,3866575,NC_004347.2,139
SO3722,3867187,3868026,NC_004347.2,139
SO3723,3868048,3868665,NC_004347.2,139
SO3725,3868838,3869161,NC_004347.2,139
SO3726,3869200,3870627,NC_004347.2,139
SO3727,3870815,3871723,NC_004347.2,139
SO3728,3871804,3872634,NC_004347.2,139
SO3729,3873061,3873210,NC_004347.2,139
SO3731,3874192,3875739,NC_004347.2,139
SO3733,3875915,3877651,NC_004347.2,139
SO3733.1,3877909,3878628,NC_004347.2,139
SO3735,3878719,3879495,NC_004347.2,139
SO3736,3880171,3880908,NC_004347.2,139
SO3737,3880961,3882658,NC_004347.2,139
SO3738,3882734,3884557,NC_004347.2,139
SO3740,3884974,3886500,NC_004347.2,139
SO3741,3886512,3887921,NC_004347.2,139
SO3741.1,3888093,3888482,NC_004347.2,139
SO3743,3888561,3889040,NC_004347.2,139
SO3744,3889194,3890021,NC_004347.2,139
SO3745,3890018,3891448,NC_004347.2,139
SO3746,3891551,3892477,NC_004347.2,139
SO3747,3892711,3894435,NC_004347.2,139
SO3748,3895207,3896121,NC_004347.2,139
SO3749,3896214,3897041,NC_004347.2,139
SO3751,3898645,3899688,NC_004347.2,139
SO3752,3899904,3901106,NC_004347.2,139
SO3754,3901867,3902517,NC_004347.2,139
SO3755,3902523,3902699,NC_004347.2,139
SO3756,3902969,3904054,NC_004347.2,139
SO3757,3904193,3905185,NC_004347.2,139
SO3758,3905310,3906269,NC_004347.2,139
SO3759,3906314,3907288,NC_004347.2,139
SO3760,3907349,3910321,NC_004347.2,139
SO3761,3910469,3911458,NC_004347.2,139
SO3762,3911474,3912373,NC_004347.2,139
SO3763,3912378,3914102,NC_004347.2,139
SO3764,3914181,3914594,NC_004347.2,139
SO3765,3914606,3915295,NC_004347.2,139
SO3766,3915443,3916096,NC_004347.2,139
SO3767,3916204,3916533,NC_004347.2,139
SO3768,3916681,3917505,NC_004347.2,139
SO3769,3917543,3919054,NC_004347.2,139
SO3770,3919286,3919966,NC_004347.2,139
SO3771,3920007,3921281,NC_004347.2,139
SO3772,3921478,3922026,NC_004347.2,139
SO3774,3922299,3925478,NC_004347.2,139
SO3775,3926153,3926887,NC_004347.2,139
SO3776,3927642,3928376,NC_004347.2,139
SO3777,3928467,3928646,NC_004347.2,139
SO3778,3928713,3929297,NC_004347.2,139
SO3779,3929325,3931076,NC_004347.2,139
SO3780,3931073,3933013,NC_004347.2,139
SO3781,3933405,3933923,NC_004347.2,139
SO3782,3934007,3934951,NC_004347.2,139
SO3783,3935464,3937071,NC_004347.2,139
SO3786,3937698,3938705,NC_004347.2,139
SO3787,3938756,3939442,NC_004347.2,139
SO3789,3940291,3941661,NC_004347.2,139
SO3790,3941713,3942156,NC_004347.2,139
SO3791,3942266,3943456,NC_004347.2,139
SO3792,3943541,3944713,NC_004347.2,139
SO3793,3944717,3945037,NC_004347.2,139
SO3794,3945185,3947464,NC_004347.2,139
SO3795,3947471,3948223,NC_004347.2,139
SO3796,3948249,3948623,NC_004347.2,139
SO3797,3948765,3950681,NC_004347.2,139
SO3799,3951642,3952103,NC_004347.2,139
SO3800,3952311,3955958,NC_004347.2,139
SO3801,3956063,3956833,NC_004347.2,139
SO3802,3956830,3957768,NC_004347.2,139
SO3803,3958012,3958542,NC_004347.2,139
SO3804,3958550,3959209,NC_004347.2,139
SO3805,3959211,3960608,NC_004347.2,139
SO3807,3960920,3961783,NC_004347.2,139
SO3808,3961838,3962905,NC_004347.2,139
SO3810,3963112,3963675,NC_004347.2,139
SO3811,3963812,3964378,NC_004347.2,139
SO3812,3964412,3964999,NC_004347.2,139
SO3813,3965066,3965386,NC_004347.2,139
SO3814,3965543,3966928,NC_004347.2,139
SO3815,3967035,3967520,NC_004347.2,139
SO3816,3967683,3968045,NC_004347.2,139
SO3817,3968045,3969028,NC_004347.2,139
SO3819,3969323,3969661,NC_004347.2,139
SO3819.1,3969937,3970194,NC_004347.2,139
SO3819.2,3970173,3970274,NC_004347.2,139
SO3819.3,3970191,3970466,NC_004347.2,139
SO3819.4,3970470,3970592,NC_004347.2,139
SO3821,3971030,3972577,NC_004347.2,139
SO3822,3972666,3973538,NC_004347.2,139
SO3824,3975430,3976632,NC_004347.2,139
SO3826,3976839,3977114,NC_004347.2,139
SO3827,3977374,3978222,NC_004347.2,139
SO3828,3978286,3979533,NC_004347.2,139
SO3829,3979675,3980463,NC_004347.2,139
SO3830,3980463,3980882,NC_004347.2,139
SO3831,3980977,3981390,NC_004347.2,139
SO3832,3981537,3982397,NC_004347.2,139
SO3833,3982400,3983491,NC_004347.2,139
SO3834,3983506,3984756,NC_004347.2,139
SO3835,3985011,3985655,NC_004347.2,139
SO3836,3985657,3986511,NC_004347.2,139
SO3837,3986624,3987571,NC_004347.2,139
SO3838,3987645,3989507,NC_004347.2,139
SO3840,3989913,3990446,NC_004347.2,139
SO3841,3990446,3991039,NC_004347.2,139
SO3842,3991036,3991992,NC_004347.2,139
SO3844,3993100,3995184,NC_004347.2,139
SO3846,3995395,3996180,NC_004347.2,139
SO3847,3996385,3996792,NC_004347.2,139
SO3848,3996838,3997338,NC_004347.2,139
SO3849,3997691,3998233,NC_004347.2,139
SO3850,3998316,3998474,NC_004347.2,139
SO3851,3998475,3998621,NC_004347.2,139
SO3852,3998717,3999181,NC_004347.2,139
SO3853,3999307,3999411,NC_004347.2,139
SO3854,3999523,4000446,NC_004347.2,139
SO3855,4000788,4002476,NC_004347.2,139
SO3856,4002550,4002984,NC_004347.2,139
SO3857,4003008,4003535,NC_004347.2,139
SO3858,4003654,4004856,NC_004347.2,139
SO3859,4004991,4006886,NC_004347.2,139
SO3860,4006888,4007685,NC_004347.2,139
SO3861,4007847,4009028,NC_004347.2,139
SO3862,4009048,4009827,NC_004347.2,139
SO3863,4010051,4010815,NC_004347.2,139
SO3864,4010815,4011552,NC_004347.2,139
SO3865,4011546,4012631,NC_004347.2,139
SO3866,4013115,4014221,NC_004347.2,139
SO3867,4014236,4014463,NC_004347.2,139
SO3868,4014629,4014862,NC_004347.2,139
SO3869,4014911,4015957,NC_004347.2,139
SO3870,4016377,4017015,NC_004347.2,139
SO3871,4017027,4017638,NC_004347.2,139
SO3872,4018056,4019846,NC_004347.2,139
SO3873,4019900,4020655,NC_004347.2,139
SO3874,4021219,4022190,NC_004347.2,139
SO3876,4023610,4024812,NC_004347.2,139
SO3877,4025060,4025458,NC_004347.2,139
SO3878,4025510,4026715,NC_004347.2,139
SO3879,4026930,4027202,NC_004347.2,139
SO3880,4027300,4028340,NC_004347.2,139
SO3881,4028451,4028708,NC_004347.2,139
SO3882,4028761,4029963,NC_004347.2,139
SO3883,4030058,4030468,NC_004347.2,139
SO3884,4030637,4031569,NC_004347.2,139
SO3885,4031563,4033605,NC_004347.2,139
SO3886,4033628,4034095,NC_004347.2,139
SO3887,4034177,4034581,NC_004347.2,139
SO3888,4034712,4035044,NC_004347.2,139
SO3890,4035586,4037175,NC_004347.2,139
SO3892,4037742,4038257,NC_004347.2,139
SO3894,4038523,4040154,NC_004347.2,139
SO3895,4040229,4041032,NC_004347.2,139
SO3896,4042055,4043164,NC_004347.2,139
SO3897,4043363,4045639,NC_004347.2,139
SO3898,4045632,4046807,NC_004347.2,139
SO3899,4046861,4048747,NC_004347.2,139
SO3900,4048804,4049379,NC_004347.2,139
SO3901,4049406,4050242,NC_004347.2,139
SO3902,4050258,4050698,NC_004347.2,139
SO3903,4050712,4051314,NC_004347.2,139
SO3904,4051556,4052863,NC_004347.2,139
SO3905,4052946,4053641,NC_004347.2,139
SO3906,4053686,4054654,NC_004347.2,139
SO3907,4054666,4055148,NC_004347.2,139
SO3908,4055183,4055920,NC_004347.2,139
SO3909,4056057,4056257,NC_004347.2,139
SO3910,4056403,4056696,NC_004347.2,139
SO3911,4056739,4056915,NC_004347.2,139
SO3912,4056905,4057912,NC_004347.2,139
SO3913,4058143,4058817,NC_004347.2,139
SO3914,4058893,4061085,NC_004347.2,139
SO3915,4061643,4062107,NC_004347.2,139
SO3916,4062285,4063361,NC_004347.2,139
SO3917,4063438,4064844,NC_004347.2,139
SO3918,4064970,4067168,NC_004347.2,139
SO3920,4067806,4069038,NC_004347.2,139
SO3921,4069051,4069371,NC_004347.2,139
SO3922,4069385,4070068,NC_004347.2,139
SO3923,4070138,4071577,NC_004347.2,139
SO3924,4071578,4072219,NC_004347.2,139
