tax	Score	N	reference
56807	0.92	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/315/035/GCA_000315035.1_ASM31503v1
412895	0.95	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/315/365/GCA_000315365.1_ASM31536v1
47229	0.92	6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/315/425/GCA_000315425.1_Mass_timo_CCUG_45783_V1
1652	0.91	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/315/445/GCA_000315445.1_Allo_otit_ATCC_51267_V1
202789	0.99	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/315/465/GCA_000315465.1_Acti_mass_ACS-171-V-COL2_V1
626931	0.96	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/315/485/GCA_000315485.1_Bact_olei_YIT_12058_V1
999423	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/315/545/GCA_000315545.1_Seleno_sp_F0473_V1
102129	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/316/115/GCA_000316115.1_ASM31611v1
1207075	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/316/175/GCA_000316175.1_ASM31617v1
59930	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/316/515/GCA_000316515.1_ASM31651v1
99598	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/316/575/GCA_000316575.1_ASM31657v1
111781	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/316/605/GCA_000316605.1_ASM31660v1
317936	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/316/625/GCA_000316625.1_ASM31662v1
28072	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/316/645/GCA_000316645.1_ASM31664v1
373994	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/316/665/GCA_000316665.1_ASM31666v1
195253	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/316/685/GCA_000316685.1_ASM31668v1
54308	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/025/GCA_000317025.1_ASM31702v1
1173025	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/045/GCA_000317045.1_ASM31704v1
82654	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/065/GCA_000317065.1_ASM31706v1
1173263	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/085/GCA_000317085.1_ASM31708v1
118323	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/105/GCA_000317105.1_ASM31710v1
54299	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/125/GCA_000317125.1_ASM31712v1
1173032	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/145/GCA_000317145.1_ASM31714v1
1795	1	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/305/GCA_000317305.3_ASM31730v3
32054	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/435/GCA_000317435.1_ASM31743v1
482564	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/475/GCA_000317475.1_ASM31747v1
241425	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/495/GCA_000317495.1_ASM31749v1
1173027	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/515/GCA_000317515.1_ASM31751v1
142864	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/535/GCA_000317535.1_ASM31753v1
1173026	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/555/GCA_000317555.1_ASM31755v1
102116	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/575/GCA_000317575.1_ASM31757v1
292566	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/615/GCA_000317615.1_ASM31761v1
65093	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/635/GCA_000317635.1_ASM31763v1
102235	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/655/GCA_000317655.1_ASM31765v1
379064	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/675/GCA_000317675.1_ASM31767v1
1165	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/695/GCA_000317695.1_ASM31769v1
200415	0.85	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/795/GCA_000317795.1_ASM31779v1
432329	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/835/GCA_000317835.1_ASM31783v1
2751	1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/975/GCA_000317975.2_ASM31797v2
41976	0.95	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/565/015/GCA_000565015.1_PcatATCC51270v1.0
35817	0.95	8	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/283/065/GCA_001283065.1_Hheil
33056	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/319/225/GCA_000319225.1_ASM31922v1
233181	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/319/245/GCA_000319245.1_ASM31924v1
209446	-1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/319/365/GCA_000319365.1_ASM31936v1
1263979	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/319/385/GCA_000319385.1_ASM31938v1
1335746	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/319/575/GCA_000319575.2_ASM31957v2
765840	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/320/365/GCA_000320365.1_MorMac1.0
186931	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/321/415/GCA_000321415.2_ASM32141v2
390884	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/325/705/GCA_000325705.1_ASM32570v1
1273132	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/325/745/GCA_000325745.1_ASM32574v1
80679	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/327/045/GCA_000327045.1_ASM32704v1
882104	0.88	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/327/485/GCA_000327485.1_ASM32748v1
673860	0.78	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/327/505/GCA_000327505.1_ASM32750v1
1246484	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/325/GCA_000328325.1_Halobacillus_sp._BAB-2008v3.1
387341	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/525/GCA_000328525.1_ASM32852v1
42422	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/625/GCA_000328625.1_ASM32862v1
101192	0.85	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/665/GCA_000328665.1_ASM32866v1
29288	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/685/GCA_000328685.1_ASM32868v1
103731	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/705/GCA_000328705.1_ASM32870v1
171284	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/725/GCA_000328725.1_ASM32872v1
1245591	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/330/725/GCA_000330725.2_ASM33072v2
693444	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/330/845/GCA_000330845.1_ASM33084v1
398	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/330/885/GCA_000330885.1_ASM33088v1
85558	0.9	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/331/005/GCA_000331005.1_Sturgcar8v1.0
191026	1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/331/025/GCA_000331025.1_ASM33102v1
251542	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/331/065/GCA_000331065.1_ASM33106v1
651143	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/331/105/GCA_000331105.1_ASM33110v1
32057	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/331/305/GCA_000331305.1_ASM33130v1
83455	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/331/735/GCA_000331735.1_ASM33173v1
670956	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/331/975/GCA_000331975.1_ASM33197v1
1510	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/331/995/GCA_000331995.1_ASM33199v1
328515	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/332/115/GCA_000332115.1_ASM33211v1
331992	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/332/155/GCA_000332155.1_ASM33215v1
118173	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/332/175/GCA_000332175.1_ASM33217v1
118161	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/332/195/GCA_000332195.1_ASM33219v1
293085	0.95	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/332/455/GCA_000332455.2_gls454199v02
293075	0.98	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/332/495/GCA_000332495.2_gls454203v02
28452	0.96	5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/332/555/GCA_000332555.2_gls454193v02
1292	0.99	5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/332/735/GCA_000332735.1_ASM33273v1
683150	0.94	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/332/815/GCA_000332815.1_Whole_genome_assembly
36820	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/332/975/GCA_000332975.1_ASM33297v1
89053	0.96	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/332/995/GCA_000332995.1_ASM33299v1
173559	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/333/035/GCA_000333035.1_ASM33303v1
1268303	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/333/955/GCA_000333955.1_ASM33395v1
320799	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/334/455/GCA_000334455.1_ASM33445v1
400946	0.97	12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/334/955/GCA_000334955.1_WohChit1.0
903945	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/335/555/GCA_000335555.1_gacin40v1.0
1198452	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/335/815/GCA_000335815.1_ASM33581v1
615	0.99	37	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/336/425/GCA_000336425.1_ASM33642v1
1233873	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/336/445/GCA_000336445.1_ASM33644v1
200451	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/336/465/GCA_000336465.1_ASM33646v1
1034	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/336/555/GCA_000336555.1_Afip_clev_ATCC49720_G12581_V1
114529	0.9	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/723/845/GCA_000723845.1_PRJEB5511_assembly_1
403191	0.91	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/336/755/GCA_000336755.1_ASM33675v1
62319	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/336/915/GCA_000336915.1_ASM33691v1
36738	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/336/935/GCA_000336935.1_ASM33693v1
409316	0.81	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/395/GCA_000337395.1_ASM33739v1
504937	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/495/GCA_000337495.1_ASM33749v1
332953	0.91	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/515/GCA_000337515.1_ASM33751v1
64602	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/555/GCA_000337555.1_ASM33755v1
160846	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/595/GCA_000337595.1_ASM33759v1
388259	0.66	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/735/GCA_000337735.1_ASM33773v1
403181	0.91	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/815/GCA_000337815.1_ASM33781v1
1263866	0.92	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/346/315/GCA_000346315.1_ASM34631v1
31973	0.94	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/340/375/GCA_000340375.1_Lact_cate_OT_569_V1
36819	0.94	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/340/415/GCA_000340415.1_Amycolatopsis_azurea
994692	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/340/795/GCA_000340795.1_ASM34079v1
994696	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/340/865/GCA_000340865.1_ASM34086v1
36745	1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/340/885/GCA_000340885.1_ASM34088v1
994695	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/340/905/GCA_000340905.1_ASM34090v1
225326	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/345/GCA_000341345.1_ASM34134v1
388640	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/355/GCA_000341355.1_ASM34135v1
33047	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/385/GCA_000341385.1_ASM34138v1
65555	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/395/GCA_000341395.1_ASM34139v1
35814	0.97	16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/612/485/GCA_000612485.1_ASM61248v1
35801	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/545/GCA_000341545.2_ASM34154v2
300028	0.97	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/795/GCA_000341795.1_Whole_genome_assembly
547144	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/855/GCA_000341855.1_ASM34185v1
879567	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/895/GCA_000341895.1_ASM34189v1
1234595	0.95	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/342/165/GCA_000342165.1_Alphaproteobacteria-version1
543913	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/342/265/GCA_000342265.1_ASM34226v1
257438	0.92	5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/576/285/GCA_000576285.1_ASM57628v1
410332	0.95	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/344/135/GCA_000344135.1_ASM34413v1
175628	0.95	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/344/155/GCA_000344155.1_ASM34415v1
1721	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/344/785/GCA_000344785.1_ASM34478v1
44255	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/344/805/GCA_000344805.1_ASM34480v1
1206777	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/346/225/GCA_000346225.2_ASM34622v2
595460	0.91	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/346/425/GCA_000346425.1_ASM34642v1
1193013	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/346/675/GCA_000346675.1_gls454076v02
1218600	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/346/955/GCA_000346955.1_gls454051v01
1242992	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/035/GCA_000347035.1_gls454192v01
1242990	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/195/GCA_000347195.1_gls454066v01
47735	0.97	4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/595/GCA_000347595.1_ASM34759v1
326544	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/635/GCA_000347635.1_ASM34763v1
745310	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/675/GCA_000347675.2_ASM34767v2
33905	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/695/GCA_000347695.1_ASM34769v1
523742	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/775/GCA_000347775.1_ASM34777v1
1263550	1	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/348/565/GCA_000348565.1_ASM34856v1
53413	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/348/585/GCA_000348585.1_ASM34858v1
1137281	0.94	4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/348/685/GCA_000348685.1_Formosa_sp._AK20
453816	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/348/725/GCA_000348725.1_ASM34872v1
547146	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/348/765/GCA_000348765.2_ASM34876v2
467094	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/348/785/GCA_000348785.1_ASM34878v1
340044	1	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/348/805/GCA_000348805.1_ASM34880v1
394098	0.95	4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/348/905/GCA_000348905.1_BhCe1
254787	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/348/945/GCA_000348945.1_ArGa1
348043	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/349/325/GCA_000349325.1_ASM34932v1
75985	1	19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/422/095/GCA_000422095.1_ASM42209v1
748247	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/349/945/GCA_000349945.1_ASM34994v1
489722	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/350/085/GCA_000350085.1_ASM35008v1
1164990	0.92	5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/350/105/GCA_000350105.1_ASM35010v1
43595	0.96	7	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/350/165/GCA_000350165.1_ASM35016v1
1054217	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/350/305/GCA_000350305.1_ASM35030v1
190898	0.98	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/350/545/GCA_000350545.1_DPO2
1169331	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/350/705/GCA_000350705.1_Esch_coli_KTE11_V1
1305738	0.95	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/353/205/GCA_000353205.1_Morygis1.0
293386	0.97	10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/038/845/GCA_001038845.1_ASM103884v1
1516	0.92	4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/353/265/GCA_000353265.1_TthWC1_draft_genome1
663	0.97	17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/354/175/GCA_000354175.2_ASM35417v2
187493	0.97	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/355/675/GCA_000355675.1_ASM35567v1
251	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/355/905/GCA_000355905.1_Pgondw1.0
1297570	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/359/125/GCA_000359125.1_ASM35912v1
1353277	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/359/745/GCA_000359745.1_Rhizobium_sp.
667126	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/371/805/GCA_000371805.1_ASM37180v1
97138	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/165/GCA_000364165.1_Clos_bact_ASF356_V1
97253	0.9	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/225/GCA_000364225.1_Euba_plex_ASF492_V1
97139	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/245/GCA_000364245.1_Clos_bact_ASF502_V1
1235803	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/265/GCA_000364265.1_Para_sp_ASF519_V1
1381	1	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/325/GCA_000364325.1_Atop_minu_V1
1168288	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/405/GCA_000364405.1_ASM36440v1
39956	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/445/GCA_000364445.1_ASM36444v1
1305740	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/845/GCA_000364845.1_D15-8W.seq.sqn_for_a_Marinobacter_nanhaiticus_assembly_version_1.0
437685	0.98	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/367/105/GCA_000367105.1_Bruc_sp_UK5_01_V1
1160234	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/367/125/GCA_000367125.1_Bruc_sp_UK38_05_V1
33010	1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/367/205/GCA_000367205.1_ASM36720v1
54291	1	9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/829/965/GCA_000829965.1_ASM82996v1
101689	0.91	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/367/525/GCA_000367525.2_ASM36752v2
51363	0.95	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/367/765/GCA_000367765.1_version_1.0
1144674	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/367/905/GCA_000367905.1_Acin_sp_CIP_A162_V1
1435036	0.96	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/367/925/GCA_000367925.1_Acin_sp_ANC_3994_V1
1217713	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/367/945/GCA_000367945.1_Acin_sp_NIPH_809_V1
1217711	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/367/965/GCA_000367965.1_Acin_sp_NIPH_236_V1
40373	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/367/985/GCA_000367985.1_Acin_sp_CIP_A165_V1
520709	0.96	10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/368/065/GCA_000368065.1_Acin_sp_NIPH_973_V1
1217714	0.91	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/368/265/GCA_000368265.1_Acin_sp_ANC_3789_V1
1144667	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/368/285/GCA_000368285.1_Acin_sp_CIP_102159_V1
1144664	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/368/305/GCA_000368305.1_Acin_sp_CIP_102129_V1
1144668	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/368/325/GCA_000368325.1_Acin_sp_CIP_102529_V1
1217712	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/368/345/GCA_000368345.1_Acin_sp_NIPH_758_V1
1144663	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/368/365/GCA_000368365.1_Acin_sp_CIP_102082_V1
1217710	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/368/385/GCA_000368385.1_Acin_sp_NIPH_899_V1
520708	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/368/405/GCA_000368405.1_Acin_sp_NIPH817_V1
1144669	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/368/425/GCA_000368425.1_Acin_sp_CIP_102637_V1
1144672	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/368/445/GCA_000368445.1_Acin_sp_CIP_56_2_V1
202952	0.94	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/368/565/GCA_000368565.1_Acin_gern_CIP_107464_V1
396323	0.96	4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/368/645/GCA_000368645.1_Acin_bris_ANC_4119_V1
202956	0.92	5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/368/785/GCA_000368785.1_Acin_town_CIP_107472_V1
262668	0.97	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/369/005/GCA_000369005.1_Acin_beij_CIP_110307_V1
1217707	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/369/405/GCA_000369405.1_Acin_sp_ANC_3929_V1
1217704	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/369/425/GCA_000369425.1_Acin_sp_NIPH_284_V1
1217709	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/369/445/GCA_000369445.1_Acin_sp_NIPH_713_V1
1144671	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/369/465/GCA_000369465.1_Acin_sp_CIP_53_82_V1
1217703	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/369/485/GCA_000369485.1_Acin_sp_ANC_4105_V1
1217692	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/369/505/GCA_000369505.1_Acin_sp_NIPH_298_V1
1217700	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/369/525/GCA_000369525.1_Acin_sp_CIP_70_18_V1
